MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOCC_OLIGOSACCHARYLTRANSFERASE_COMPLEX	GO:0008250	oligosaccharyltransferase complex
GOMF_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	GO:0008251	tRNA-specific adenosine deaminase activity
GOMF_NUCLEOTIDASE_ACTIVITY	GO:0008252	nucleotidase activity
GOMF_ZINC_ION_BINDING	GO:0008270	zinc ion binding
GOMF_SECONDARY_ACTIVE_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008271	secondary active sulfate transmembrane transporter activity
GOBP_SULFATE_TRANSPORT	GO:0008272	sulfate transport
GOMF_CALCIUM_POTASSIUM_SODIUM_ANTIPORTER_ACTIVITY	GO:0008273	calcium, potassium:sodium antiporter activity
GOMF_PROTEIN_METHYLTRANSFERASE_ACTIVITY	GO:0008276	protein methyltransferase activity
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO:0008277	regulation of G protein-coupled receptor signaling pathway
GOCC_COHESIN_COMPLEX	GO:0008278	cohesin complex
GOBP_CELL_POPULATION_PROLIFERATION	GO:0008283	cell population proliferation
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GO:0008284	positive regulation of cell population proliferation
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GO:0008285	negative regulation of cell population proliferation
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY	GO:0008286	insulin receptor signaling pathway
GOMF_LIPID_BINDING	GO:0008289	lipid binding
GOCC_F_ACTIN_CAPPING_PROTEIN_COMPLEX	GO:0008290	F-actin capping protein complex
GOBP_ACETYLCHOLINE_METABOLIC_PROCESS	GO:0008291	acetylcholine metabolic process
GOMF_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY	GO:0008296	3'-5'-exodeoxyribonuclease activity
GOMF_SINGLE_STRANDED_DNA_EXODEOXYRIBONUCLEASE_ACTIVITY	GO:0008297	single-stranded DNA exodeoxyribonuclease activity
GOBP_INTRACELLULAR_MRNA_LOCALIZATION	GO:0008298	intracellular mRNA localization
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GO:0008299	isoprenoid biosynthetic process
GOBP_ISOPRENOID_CATABOLIC_PROCESS	GO:0008300	isoprenoid catabolic process
GOMF_DNA_BINDING_BENDING	GO:0008301	DNA binding, bending
GOBP_ASSOCIATIVE_LEARNING	GO:0008306	associative learning
GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE	GO:0008307	structural constituent of muscle
GOMF_VOLTAGE_GATED_ANION_CHANNEL_ACTIVITY	GO:0008308	voltage-gated anion channel activity
GOMF_SINGLE_STRANDED_DNA_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY	GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity
GOMF_7S_RNA_BINDING	GO:0008312	7S RNA binding
GOMF_PROTEIN_PRENYLTRANSFERASE_ACTIVITY	GO:0008318	protein prenyltransferase activity
GOMF_PROTEIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008320	protein transmembrane transporter activity
GOMF_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008324	cation transmembrane transporter activity
GOMF_METHYL_CPG_BINDING	GO:0008327	methyl-CpG binding
GOMF_PROTEIN_TYROSINE_THREONINE_PHOSPHATASE_ACTIVITY	GO:0008330	protein tyrosine/threonine phosphatase activity
GOMF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	GO:0008331	high voltage-gated calcium channel activity
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	GO:0008333	endosome to lysosome transport
GOBP_HISTONE_MRNA_METABOLIC_PROCESS	GO:0008334	histone mRNA metabolic process
GOBP_DETERMINATION_OF_ADULT_LIFESPAN	GO:0008340	determination of adult lifespan
GOBP_ADULT_FEEDING_BEHAVIOR	GO:0008343	adult feeding behavior
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	GO:0008344	adult locomotory behavior
GOBP_GLIAL_CELL_MIGRATION	GO:0008347	glial cell migration
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
GOBP_GERM_CELL_MIGRATION	GO:0008354	germ cell migration
GOBP_ASYMMETRIC_CELL_DIVISION	GO:0008356	asymmetric cell division
GOBP_REGULATION_OF_CELL_SHAPE	GO:0008360	regulation of cell shape
GOBP_REGULATION_OF_CELL_SIZE	GO:0008361	regulation of cell size
GOMF_SIALYLTRANSFERASE_ACTIVITY	GO:0008373	sialyltransferase activity
GOMF_O_ACYLTRANSFERASE_ACTIVITY	GO:0008374	O-acyltransferase activity
GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	GO:0008375	acetylglucosaminyltransferase activity
GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO:0008376	acetylgalactosaminyltransferase activity
GOMF_GALACTOSYLTRANSFERASE_ACTIVITY	GO:0008378	galactosyltransferase activity
GOMF_THIOREDOXIN_PEROXIDASE_ACTIVITY	GO:0008379	thioredoxin peroxidase activity
GOBP_RNA_SPLICING	GO:0008380	RNA splicing
GOMF_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY	GO:0008381	mechanosensitive ion channel activity
GOCC_IKAPPAB_KINASE_COMPLEX	GO:0008385	IkappaB kinase complex
GOMF_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	GO:0008391	arachidonic acid monooxygenase activity
GOMF_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	GO:0008392	arachidonic acid epoxygenase activity
GOMF_STEROID_HYDROXYLASE_ACTIVITY	GO:0008395	steroid hydroxylase activity
GOMF_RETINOIC_ACID_4_HYDROXYLASE_ACTIVITY	GO:0008401	retinoic acid 4-hydroxylase activity
GOMF_3_5_EXONUCLEASE_ACTIVITY	GO:0008408	3'-5' exonuclease activity
GOMF_5_3_EXONUCLEASE_ACTIVITY	GO:0008409	5'-3' exonuclease activity
GOMF_COA_TRANSFERASE_ACTIVITY	GO:0008410	CoA-transferase activity
GOMF_FUCOSYLTRANSFERASE_ACTIVITY	GO:0008417	fucosyltransferase activity
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
GOMF_BETA_GLUCOSIDASE_ACTIVITY	GO:0008422	beta-glucosidase activity
GOMF_PHOSPHATIDYLETHANOLAMINE_BINDING	GO:0008429	phosphatidylethanolamine binding
GOMF_SELENIUM_BINDING	GO:0008430	selenium binding
GOMF_JUN_KINASE_BINDING	GO:0008432	JUN kinase binding
GOMF_PHOSPHOFRUCTOKINASE_ACTIVITY	GO:0008443	phosphofructokinase activity
GOMF_HEPARAN_SULFATE_GLUCOSAMINE_3_SULFOTRANSFERASE_1_ACTIVITY	GO:0008467	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
GOMF_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	GO:0008469	histone-arginine N-methyltransferase activity
GOMF_PALMITOYL_PROTEIN_HYDROLASE_ACTIVITY	GO:0008474	palmitoyl-(protein) hydrolase activity
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY	GO:0008484	sulfuric ester hydrolase activity
GOMF_TRANSLATION_ACTIVATOR_ACTIVITY	GO:0008494	translation activator activity
GOMF_UDP_GALACTOSE_BETA_N_ACETYLGLUCOSAMINE_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY	GO:0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity
GOMF_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO:0008503	benzodiazepine receptor activity
GOMF_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008504	monoamine transmembrane transporter activity
GOMF_BILE_ACID_SODIUM_SYMPORTER_ACTIVITY	GO:0008508	bile acid:sodium symporter activity
GOMF_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008509	anion transmembrane transporter activity
GOMF_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008514	organic anion transmembrane transporter activity
GOMF_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008519	ammonium transmembrane transporter activity
GOMF_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY	GO:0008525	phosphatidylcholine transporter activity
GOMF_PHOSPHATIDYLINOSITOL_TRANSFER_ACTIVITY	GO:0008526	phosphatidylinositol transfer activity
GOMF_TASTE_RECEPTOR_ACTIVITY	GO:0008527	taste receptor activity
GOMF_N_ACETYLLACTOSAMINIDE_BETA_1_3_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	GO:0008535	respiratory chain complex IV assembly
GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	GO:0008540	proteasome regulatory particle, base subcomplex
GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX	GO:0008541	proteasome regulatory particle, lid subcomplex
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO:0008543	fibroblast growth factor receptor signaling pathway
GOBP_EPIDERMIS_DEVELOPMENT	GO:0008544	epidermis development
GOMF_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism
GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY	GO:0008559	ABC-type xenobiotic transporter activity
GOMF_MICROTUBULE_SEVERING_ATPASE_ACTIVITY	GO:0008568	microtubule-severing ATPase activity
GOMF_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED	GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed
GOMF_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_PLUS_END_DIRECTED	GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GO:0008589	regulation of smoothened signaling pathway
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GO:0008593	regulation of Notch signaling pathway
GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_REGULATOR_ACTIVITY	GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY	GO:0008603	cAMP-dependent protein kinase regulator activity
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GO:0008608	attachment of spindle microtubules to kinetochore
GOBP_LIPID_BIOSYNTHETIC_PROCESS	GO:0008610	lipid biosynthetic process
GOCC_EPSILON_DNA_POLYMERASE_COMPLEX	GO:0008622	epsilon DNA polymerase complex
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	GO:0008627	intrinsic apoptotic signaling pathway in response to osmotic stress
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C	GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GO:0008637	apoptotic mitochondrial changes
GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GO:0008641	ubiquitin-like modifier activating enzyme activity
GOBP_CARBOHYDRATE_TRANSPORT	GO:0008643	carbohydrate transport
GOBP_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO:0008652	cellular amino acid biosynthetic process
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GO:0008654	phospholipid biosynthetic process
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	GO:0008655	pyrimidine-containing compound salvage
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GOMF_CROSSOVER_JUNCTION_ENDODEOXYRIBONUCLEASE_ACTIVITY	GO:0008821	crossover junction endodeoxyribonuclease activity
GOMF_PHOSPHOLIPASE_A1_ACTIVITY	GO:0008970	phospholipase A1 activity
GOMF_DNA_METHYLTRANSFERASE_ACTIVITY	GO:0009008	DNA-methyltransferase activity
GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH	GO:0009052	pentose-phosphate shunt, non-oxidative branch
GOMF_ELECTRON_TRANSFER_ACTIVITY	GO:0009055	electron transfer activity
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	GO:0009057	macromolecule catabolic process
GOBP_AEROBIC_RESPIRATION	GO:0009060	aerobic respiration
GOBP_FATTY_ACID_CATABOLIC_PROCESS	GO:0009062	fatty acid catabolic process
GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	GO:0009063	cellular amino acid catabolic process
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GO:0009064	glutamine family amino acid metabolic process
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GO:0009065	glutamine family amino acid catabolic process
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GO:0009066	aspartate family amino acid metabolic process
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO:0009067	aspartate family amino acid biosynthetic process
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GO:0009068	aspartate family amino acid catabolic process
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GO:0009069	serine family amino acid metabolic process
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO:0009070	serine family amino acid biosynthetic process
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GO:0009071	serine family amino acid catabolic process
GOBP_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	GO:0009072	aromatic amino acid family metabolic process
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	GO:0009074	aromatic amino acid family catabolic process
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	GO:0009081	branched-chain amino acid metabolic process
GOBP_BRANCHED_CHAIN_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO:0009082	branched-chain amino acid biosynthetic process
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO:0009084	glutamine family amino acid biosynthetic process
GOBP_METHIONINE_BIOSYNTHETIC_PROCESS	GO:0009086	methionine biosynthetic process
GOBP_HOMOSERINE_METABOLIC_PROCESS	GO:0009092	homoserine metabolic process
GOBP_CYSTEINE_CATABOLIC_PROCESS	GO:0009093	cysteine catabolic process
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	GO:0009100	glycoprotein metabolic process
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	GO:0009101	glycoprotein biosynthetic process
GOBP_VITAMIN_BIOSYNTHETIC_PROCESS	GO:0009110	vitamin biosynthetic process
GOBP_VITAMIN_CATABOLIC_PROCESS	GO:0009111	vitamin catabolic process
GOBP_NUCLEOBASE_METABOLIC_PROCESS	GO:0009112	nucleobase metabolic process
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	GO:0009113	purine nucleobase biosynthetic process
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	GO:0009116	nucleoside metabolic process
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS	GO:0009119	ribonucleoside metabolic process
GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	GO:0009120	deoxyribonucleoside metabolic process
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009123	nucleoside monophosphate metabolic process
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009124	nucleoside monophosphate biosynthetic process
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009125	nucleoside monophosphate catabolic process
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009126	purine nucleoside monophosphate metabolic process
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009127	purine nucleoside monophosphate biosynthetic process
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009128	purine nucleoside monophosphate catabolic process
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009129	pyrimidine nucleoside monophosphate metabolic process
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009131	pyrimidine nucleoside monophosphate catabolic process
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	GO:0009132	nucleoside diphosphate metabolic process
GOBP_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009133	nucleoside diphosphate biosynthetic process
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	GO:0009134	nucleoside diphosphate catabolic process
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009136	purine nucleoside diphosphate biosynthetic process
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	GO:0009137	purine nucleoside diphosphate catabolic process
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	GO:0009138	pyrimidine nucleoside diphosphate metabolic process
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009141	nucleoside triphosphate metabolic process
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009142	nucleoside triphosphate biosynthetic process
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	GO:0009143	nucleoside triphosphate catabolic process
GOBP_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	GO:0009146	purine nucleoside triphosphate catabolic process
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009147	pyrimidine nucleoside triphosphate metabolic process
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	GO:0009151	purine deoxyribonucleotide metabolic process
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0009153	purine deoxyribonucleotide biosynthetic process
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	GO:0009155	purine deoxyribonucleotide catabolic process
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009156	ribonucleoside monophosphate biosynthetic process
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009158	ribonucleoside monophosphate catabolic process
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009159	deoxyribonucleoside monophosphate catabolic process
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009161	ribonucleoside monophosphate metabolic process
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009162	deoxyribonucleoside monophosphate metabolic process
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS	GO:0009164	nucleoside catabolic process
GOBP_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GO:0009169	purine ribonucleoside monophosphate catabolic process
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009170	purine deoxyribonucleoside monophosphate metabolic process
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process
GOBP_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	GO:0009186	deoxyribonucleoside diphosphate metabolic process
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GO:0009187	cyclic nucleotide metabolic process
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009188	ribonucleoside diphosphate biosynthetic process
GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0009190	cyclic nucleotide biosynthetic process
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	GO:0009191	ribonucleoside diphosphate catabolic process
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009199	ribonucleoside triphosphate metabolic process
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009200	deoxyribonucleoside triphosphate metabolic process
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009201	ribonucleoside triphosphate biosynthetic process
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009202	deoxyribonucleoside triphosphate biosynthetic process
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	GO:0009204	deoxyribonucleoside triphosphate catabolic process
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process
GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	GO:0009214	cyclic nucleotide catabolic process
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO:0009215	purine deoxyribonucleoside triphosphate metabolic process
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	GO:0009217	purine deoxyribonucleoside triphosphate catabolic process
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	GO:0009218	pyrimidine ribonucleotide metabolic process
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	GO:0009219	pyrimidine deoxyribonucleotide metabolic process
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0009220	pyrimidine ribonucleotide biosynthetic process
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS	GO:0009222	pyrimidine ribonucleotide catabolic process
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	GO:0009225	nucleotide-sugar metabolic process
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	GO:0009226	nucleotide-sugar biosynthetic process
GOBP_MENAQUINONE_METABOLIC_PROCESS	GO:0009233	menaquinone metabolic process
GOBP_COBALAMIN_METABOLIC_PROCESS	GO:0009235	cobalamin metabolic process
GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0009240	isopentenyl diphosphate biosynthetic process
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	GO:0009247	glycolipid biosynthetic process
GOBP_PROTEIN_LIPOYLATION	GO:0009249	protein lipoylation
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS	GO:0009250	glucan biosynthetic process
GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS	GO:0009256	10-formyltetrahydrofolate metabolic process
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	GO:0009261	ribonucleotide catabolic process
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	GO:0009262	deoxyribonucleotide metabolic process
GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0009263	deoxyribonucleotide biosynthetic process
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	GO:0009266	response to temperature stimulus
GOBP_CELLULAR_RESPONSE_TO_STARVATION	GO:0009267	cellular response to starvation
GOBP_RESPONSE_TO_PH	GO:0009268	response to pH
GOCC_NUCLEOID	GO:0009295	nucleoid
GOBP_MRNA_TRANSCRIPTION	GO:0009299	mRNA transcription
GOBP_SNRNA_TRANSCRIPTION	GO:0009301	snRNA transcription
GOBP_RRNA_TRANSCRIPTION	GO:0009303	rRNA transcription
GOBP_TRNA_TRANSCRIPTION	GO:0009304	tRNA transcription
GOBP_AMINE_METABOLIC_PROCESS	GO:0009308	amine metabolic process
GOBP_AMINE_BIOSYNTHETIC_PROCESS	GO:0009309	amine biosynthetic process
GOBP_AMINE_CATABOLIC_PROCESS	GO:0009310	amine catabolic process
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS	GO:0009311	oligosaccharide metabolic process
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS	GO:0009312	oligosaccharide biosynthetic process
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS	GO:0009313	oligosaccharide catabolic process
GOBP_RESPONSE_TO_RADIATION	GO:0009314	response to radiation
